Id,Concurso,1ª Dezena,2ª Dezena,3ª Dezena,4ª Dezena,5ª Dezena,6ª Dezena,Ganhadores_Sena,Ganhadores_Quina,Ganhadores_Quadra
1744,1593,4,17,38,9,18,21,1,136,8689
1745,1594,53,43,23,6,7,8,0,71,6341
1746,1595,59,5,42,8,46,2,2,236,12387
1747,1595,59,5,42,8,46,2,2,236,12387
1748,1596,5,12,1,7,45,10,1,380,16970
1749,1597,16,52,5,44,10,50,0,57,5638
1750,1598,36,47,42,29,53,31,0,121,6776
1751,1599,35,10,15,58,36,3,1,135,8922
1752,1600,9,46,23,32,35,57,1,110,8443
1753,1601,60,24,56,45,10,8,0,90,5373
1754,1602,8,44,40,35,22,12,1,69,6039
1755,1603,13,53,20,31,60,27,0,64,4652
1756,1604,21,40,51,27,24,2,0,62,5333
1757,1605,42,30,9,19,31,21,0,87,6694
1758,1606,54,1,15,37,46,42,1,101,9327
1759,1607,32,41,51,7,31,52,0,91,2820
1760,1608,6,43,17,5,54,59,0,79,5998
1761,1609,2,26,6,13,53,60,0,140,8573
1762,1610,36,53,35,9,1,4,0,173,9626
1763,1611,24,51,50,28,58,47,0,97,6367
1764,1612,17,51,36,6,42,13,2,261,16822
1765,1612,17,51,36,6,42,13,2,261,16822
1766,1613,31,18,4,46,44,49,0,103,5801
1767,1614,49,27,43,17,14,21,1,149,7458
1768,1615,26,20,5,44,33,31,0,71,5701
1769,1616,46,40,58,31,28,42,0,185,6475
1770,1617,23,31,47,54,3,26,2,265,13116
1771,1617,23,31,47,54,3,26,2,265,13116
1772,1618,9,51,20,24,52,43,1,32,3161
1773,1619,46,17,5,42,47,8,0,92,7438
1774,1620,57,23,38,13,34,27,0,136,9539
1775,1621,24,22,38,49,10,39,1,81,6823
1776,1622,21,7,5,53,45,4,0,107,7833
1777,1623,33,56,59,43,50,49,0,28,1825
1778,1624,32,2,27,47,58,41,0,76,4576
1779,1625,45,11,22,52,36,40,0,77,6419
1780,1626,3,52,5,43,35,14,0,158,12451
1781,1627,26,57,20,32,45,41,1,130,9306
1782,1628,38,26,60,34,29,50,0,36,2795
1783,1629,47,20,35,4,59,24,0,92,5701
1784,1630,30,43,7,44,1,54,0,81,6412
1785,1631,47,48,44,60,4,29,0,140,9659
1786,1632,18,56,27,6,24,59,1,244,16339
1787,1633,2,11,49,13,36,1,0,99,7430
1788,1634,44,9,33,10,23,51,1,110,6257
1789,1635,30,32,51,8,28,23,0,112,6874
1790,1636,33,19,52,51,35,26,0,90,8474
1791,1637,5,56,24,55,1,47,0,144,11489
1792,1638,38,2,42,58,41,1,0,143,9363
1793,1639,35,51,34,49,16,29,2,228,13321
1794,1639,35,51,34,49,16,29,2,228,13321
1795,1640,6,18,46,23,31,2,2,253,12809
1796,1640,6,18,46,23,31,2,2,253,12809
1797,1641,51,30,29,33,46,23,0,47,4951
1798,1642,47,3,43,42,60,23,0,53,5355
1799,1643,19,20,16,60,28,37,0,60,5152
1800,1644,10,16,34,13,60,22,0,92,8884
1801,1645,31,37,21,38,8,18,0,137,8400
1802,1646,34,23,41,19,40,58,0,126,10700
1803,1647,38,54,23,12,17,53,1,259,20655
1804,1648,48,18,15,22,20,16,0,98,5545
1805,1649,54,33,24,44,38,42,0,99,7522
1806,1650,23,57,29,17,60,38,0,133,10962
1807,1651,27,44,8,35,38,41,0,145,12024
1808,1652,44,28,24,57,7,26,0,391,22215
1809,1653,45,22,27,21,1,32,0,134,12071
1810,1654,50,33,42,7,58,16,0,249,19592
1811,1655,56,46,7,24,28,53,2,704,39616
1812,1655,56,46,7,24,28,53,2,704,39616
1813,1656,6,4,43,54,56,11,0,55,5037
1814,1657,10,54,37,45,14,7,1,170,9969
1815,1658,7,40,19,49,11,23,1,110,7011
1816,1659,20,33,37,49,4,10,0,95,6810
1817,1660,17,38,42,51,34,8,1,218,11526
1818,1661,16,48,43,27,58,13,0,70,6712
1819,1662,57,10,25,14,33,29,2,160,8641
1820,1662,57,10,25,14,33,29,2,160,8641
1821,1663,20,27,49,40,55,18,0,28,3524
1822,1664,48,8,21,36,23,29,1,131,8211
1823,1665,20,11,16,1,56,5,4,2581,168546
1824,1665,20,11,16,1,56,5,4,2581,168546
1825,1665,20,11,16,1,56,5,4,2581,168546
1826,1665,20,11,16,1,56,5,4,2581,168546
1827,1666,51,27,1,23,45,2,0,82,5042
1828,1667,51,24,56,7,12,44,1,143,7934
1829,1668,47,40,55,57,52,5,0,42,3171
1830,1669,29,28,31,48,45,49,0,54,3941
1831,1670,1,33,30,17,47,19,0,132,10142
1832,1671,21,31,56,55,45,27,0,71,5343
1833,1672,20,10,1,5,42,3,1,566,28440
1834,1673,35,10,47,5,24,23,0,97,7613
1835,1674,42,59,30,58,50,22,0,49,2994
1836,1675,36,3,35,56,18,34,1,139,10903
1837,1676,2,1,37,51,48,11,0,46,4406
1838,1677,52,33,15,28,51,10,2,154,7597
1839,1677,52,33,15,28,51,10,2,154,7597
1840,1678,35,52,17,19,9,11,0,111,6955
1841,1679,28,2,1,46,27,47,1,35,3289
1842,1680,37,46,47,51,23,38,1,298,5821
1843,1681,1,33,8,11,6,50,1,90,6663
1844,1682,13,39,51,37,35,7,0,201,8761
1845,1683,48,4,12,34,32,33,1,80,6925
1846,1684,9,12,31,50,18,39,0,49,4143
1847,1685,39,46,18,51,31,3,0,134,7584
1848,1686,44,37,9,55,14,46,3,117,8999
1849,1686,44,37,9,55,14,46,3,117,8999
1850,1686,44,37,9,55,14,46,3,117,8999
1851,1687,15,58,24,37,46,49,1,75,4522
1852,1688,18,23,42,56,32,30,0,47,4355
1853,1689,41,2,53,5,13,27,2,185,9634
1854,1689,41,2,53,5,13,27,2,185,9634
1855,1690,24,45,53,35,26,21,0,63,5708
1856,1691,39,45,58,10,1,24,0,145,9387
1857,1692,44,56,13,14,27,11,0,180,12447
1858,1693,19,18,38,5,21,15,0,178,13997
1859,1694,34,29,20,37,57,45,1,348,10854
1860,1695,36,43,38,24,58,44,0,128,8910
1861,1696,12,1,31,37,17,46,1,135,9824
1862,1697,8,30,23,51,53,58,0,62,3593
1863,1698,24,44,28,13,45,11,0,132,8869
1864,1699,1,10,30,33,38,6,0,189,9424
1865,1700,58,41,48,50,15,18,1,65,5380
1866,1701,9,3,18,40,32,56,1,59,3328
1867,1702,39,52,17,35,19,33,1,139,5963
1868,1703,49,3,35,39,23,26,0,75,4451
1869,1704,11,7,59,51,32,1,0,74,6399
1870,1705,50,37,51,27,29,25,0,60,6095
1871,1706,12,31,34,48,36,56,1,136,10756
1872,1707,36,27,20,7,16,52,0,65,4048
1873,1708,38,50,29,45,17,32,0,72,4174
1874,1709,30,7,47,35,19,42,0,102,6499
1875,1710,59,56,7,28,21,58,0,90,6845
1876,1711,38,22,50,45,26,39,0,85,6112
1877,1712,50,19,59,2,29,12,0,169,9443
1878,1713,3,29,10,16,23,27,2,388,21476
1879,1713,3,29,10,16,23,27,2,388,21476
1880,1714,51,2,24,52,36,8,0,106,5421
1881,1715,20,16,35,40,60,53,0,58,4649
1882,1716,25,36,2,53,42,41,1,62,5896
1883,1717,9,58,16,44,2,37,0,122,4934
1884,1718,30,53,4,31,47,32,0,49,3197
1885,1719,44,22,31,54,34,1,0,45,3009
1886,1720,49,39,18,31,57,23,0,47,3410
1887,1721,12,33,4,38,36,19,1,188,9668
1888,1722,41,39,9,49,23,58,0,33,2640
1889,1723,27,60,30,14,46,52,0,54,3169
1890,1724,27,39,37,58,60,33,0,53,4281
1891,1725,26,31,30,18,16,34,0,51,5054
1892,1726,42,54,57,3,49,10,0,111,7581
1893,1727,4,6,41,40,19,20,1,122,8814
1894,1728,28,39,8,59,42,3,0,45,3617
1895,1729,53,14,44,7,23,43,0,39,2553
1896,1730,1,24,10,17,42,51,2,195,10089
1897,1730,1,24,10,17,42,51,2,195,10089
1898,1731,59,49,43,5,27,18,0,68,4160
1899,1732,25,60,34,53,45,38,1,73,3177
1900,1733,5,9,41,14,3,46,1,63,4818
1901,1734,52,29,17,41,12,25,0,64,3315
1902,1735,46,16,33,45,34,6,0,86,4779
1903,1736,13,32,12,41,24,29,0,105,6581
1904,1737,59,5,51,42,50,8,0,73,5770
1905,1738,53,46,28,48,37,12,1,96,6889
1906,1739,34,17,9,46,10,32,0,51,4020
1907,1740,38,15,47,25,10,53,0,62,4599
1908,1741,49,18,20,32,15,48,1,82,6448
1909,1742,23,27,21,19,52,11,0,83,4483
1910,1743,34,31,29,4,10,35,0,40,3955
1911,1744,12,9,56,29,14,42,0,96,5272
1912,1745,13,47,60,18,52,9,0,128,6976
1913,1746,37,40,6,58,41,18,0,106,5849
1914,1747,53,34,59,33,48,6,2,93,8700
1915,1747,53,34,59,33,48,6,2,93,8700
1916,1748,2,53,13,49,10,41,0,76,3731
1917,1749,33,13,14,3,43,29,0,78,7101
1918,1750,17,41,48,15,20,31,0,23,1865
1919,1751,42,22,51,23,57,15,0,47,4580
1920,1752,36,53,55,37,60,9,0,70,5668
1921,1753,54,8,45,29,35,15,1,149,8929
1922,1754,20,31,40,30,27,53,0,22,1958
1923,1755,48,5,30,18,8,2,0,123,8784
1924,1756,28,13,6,14,45,35,0,134,10310
1925,1757,43,13,28,56,37,25,0,311,11196
1926,1758,6,23,16,11,42,36,0,230,13800
1927,1759,2,14,21,60,22,51,0,70,5957
1928,1760,25,10,24,47,48,36,0,206,14689
1929,1761,53,36,10,9,50,55,0,176,17821
1930,1762,45,59,42,55,32,26,0,219,18595
1931,1763,21,9,15,36,12,31,0,689,43184
1932,1764,6,7,41,39,29,55,1,401,33850
1933,1765,1,28,56,37,6,58,0,185,9138
1934,1766,60,23,22,46,53,41,0,70,7088
1935,1767,44,26,39,35,16,45,0,84,7608
1936,1768,35,11,7,50,34,5,0,156,12402
1937,1769,32,44,54,60,47,37,0,105,7782
1938,1770,34,30,41,11,27,26,0,110,8861
1939,1771,38,2,27,28,32,20,0,123,10330
1940,1772,27,39,19,41,12,45,2,244,13112
1941,1772,27,39,19,41,12,45,2,244,13112
1942,1773,45,41,39,30,15,59,0,36,2312
1943,1774,1,52,30,60,20,12,0,37,2707
1944,1775,31,2,51,42,18,56,6,827,62767
1945,1775,31,2,51,42,18,56,6,827,62767
1946,1775,31,2,51,42,18,56,6,827,62767
1947,1775,31,2,51,42,18,56,6,827,62767
1948,1775,31,2,51,42,18,56,6,827,62767
1949,1775,31,2,51,42,18,56,6,827,62767
1950,1776,39,11,48,14,19,10,0,17,1051
1951,1777,55,4,44,38,19,52,0,62,3484
1952,1778,4,38,48,10,45,40,0,37,3457
1953,1779,25,56,30,12,39,57,0,30,2162
1954,1780,20,6,33,22,31,34,0,30,3095
1955,1781,22,8,52,1,53,49,2,54,3941
1956,1781,22,8,52,1,53,49,2,54,3941
1957,1782,34,57,47,18,6,52,0,110,3430
1958,1783,38,16,21,4,18,6,0,67,4886
1959,1784,30,15,54,55,26,4,0,32,2896
1960,1785,27,5,42,54,41,11,0,91,6410
1961,1786,34,8,2,21,25,6,0,76,5065
1962,1787,1,29,13,25,5,26,2,167,8897
1963,1787,1,29,13,25,5,26,2,167,8897
1964,1788,42,45,56,13,3,59,0,41,3508
1965,1789,57,59,6,25,43,58,0,16,1574
1966,1790,28,13,11,26,50,27,0,72,5672
1967,1791,55,12,50,18,53,46,0,36,3703
1968,1792,47,41,18,17,2,16,0,85,6593
1969,1793,56,13,22,54,14,58,1,80,5158
1970,1794,1,5,37,60,34,40,1,64,3568
1971,1795,55,50,42,58,47,30,0,48,2549
1972,1796,54,22,48,34,23,53,1,48,4783
1973,1797,2,57,35,13,54,14,0,32,2516
1974,1798,9,28,45,2,23,53,0,88,4315
1975,1799,53,1,3,4,51,39,0,39,3102
1976,1800,31,56,16,6,11,19,1,96,5710
1977,1801,19,45,43,6,54,34,0,82,3265
1978,1802,6,14,2,17,44,13,0,99,6229
1979,1803,4,29,8,49,38,50,0,35,2641
1980,1804,20,50,48,59,28,21,0,23,2088
1981,1805,17,49,27,22,57,31,0,53,4693
1982,1806,11,42,55,58,35,20,0,86,5047
1983,1807,43,15,22,1,16,25,0,94,7609
1984,1808,20,25,45,2,41,14,0,141,9208
1985,1809,23,12,54,46,9,24,0,188,13704
1986,1810,56,10,43,50,1,25,1,266,14324
1987,1811,32,37,5,35,17,57,0,82,4309
1988,1812,45,34,23,20,37,32,0,43,2976
1989,1813,51,9,13,15,19,11,0,209,9346
1990,1814,53,51,27,11,46,9,0,51,3473
1991,1815,60,8,25,39,41,11,3,84,4553
1992,1815,60,8,25,39,41,11,3,84,4553
1993,1815,60,8,25,39,41,11,3,84,4553
1994,1816,12,10,46,28,22,5,0,112,6085
1995,1817,47,1,26,55,39,4,0,49,3620
1996,1818,10,53,15,2,6,56,0,98,6394
1997,1819,37,26,18,30,33,17,0,30,4092
1998,1820,27,19,23,3,45,40,0,182,9333
1999,1821,53,31,19,52,36,22,2,84,6145
2000,1821,53,31,19,52,36,22,2,84,6145
2001,1822,22,53,26,1,43,50,0,23,1885
2002,1823,54,34,59,21,9,4,0,70,4110
2003,1824,19,30,60,12,6,5,0,157,8192
2004,1825,21,54,10,50,51,11,1,41,3176
2005,1826,43,48,32,19,17,51,0,42,2476
2006,1827,43,33,53,26,54,42,0,44,2487
2007,1828,40,32,11,6,59,48,0,36,2502
2008,1829,53,32,30,7,24,13,0,103,6254
2009,1830,29,3,54,7,37,60,1,100,6640
2010,1831,55,15,48,32,28,27,1,71,3168
2011,1832,34,47,57,56,14,46,0,31,1786
2012,1833,2,42,3,27,16,7,0,105,6930
2013,1834,2,22,51,24,48,17,1,100,5132
2014,1835,50,36,8,28,47,58,0,41,3133
2015,1836,59,18,45,60,8,15,0,46,2948
2016,1837,41,48,57,50,44,54,0,32,2346
2017,1838,59,24,30,8,57,5,1,115,5293
2018,1839,28,32,22,56,58,7,0,30,2933
2019,1840,33,41,48,15,17,47,0,59,4879
2020,1841,6,51,13,38,49,3,0,81,6170
2021,1842,18,43,22,24,16,34,1,100,6722
2022,1843,28,26,33,41,8,54,1,51,3046
2023,1844,4,3,37,39,48,50,0,21,2121
2024,1845,9,3,29,13,30,51,0,75,4312
2025,1846,49,26,30,34,24,6,0,49,3189
2026,1847,45,1,57,49,50,6,0,44,3678
2027,1848,58,41,50,40,9,55,0,46,3330
2028,1849,35,27,3,11,44,5,0,194,11341
2029,1850,24,32,23,40,41,38,1,81,5935
2030,1851,35,22,8,37,21,18,0,40,3146
2031,1852,29,13,49,50,45,17,0,83,4187
2032,1853,2,41,39,1,34,45,1,28,2780
2033,1854,59,30,43,31,34,25,0,18,1548
2034,1855,6,38,24,39,15,10,0,55,4074
2035,1856,14,9,2,32,22,37,0,122,7199
2036,1857,53,35,52,25,23,13,0,198,5600
2037,1858,55,30,28,59,33,22,0,53,3799
2038,1859,13,26,1,21,14,51,0,88,6049
2039,1860,10,40,30,44,36,60,1,109,11392
2040,1861,45,9,60,2,35,4,0,41,3181
2041,1862,8,49,35,42,56,2,2,99,4549
2042,1862,8,49,35,42,56,2,2,99,4549
2043,1863,23,45,16,58,59,56,0,31,2542
2044,1864,5,4,37,40,60,14,0,43,3530
2045,1865,42,5,32,37,1,31,0,38,3936
2046,1866,14,36,60,38,17,44,0,129,6185
2047,1867,3,43,21,17,22,10,0,96,6158
2048,1868,25,5,31,1,28,23,0,181,7846
2049,1869,11,26,24,52,40,23,0,66,4827
2050,1870,30,40,33,18,20,32,0,98,7040
2051,1871,17,58,33,52,11,3,1,275,15560
2052,1872,39,11,56,46,13,25,0,25,2790
2053,1873,25,5,53,28,41,54,0,27,3152
2054,1874,43,28,10,37,47,44,0,16,1933
2055,1875,53,45,47,1,52,55,1,45,2828
2056,1876,7,18,51,41,44,39,0,23,2308
2057,1877,35,13,32,16,24,23,0,90,4306
2058,1878,56,26,40,16,57,12,0,36,2981
2059,1879,20,58,10,59,57,5,1,103,4610
2060,1880,19,51,56,16,5,37,0,65,5045
2061,1881,30,10,53,44,3,56,1,44,4024
2062,1882,41,35,37,10,19,9,0,25,3054
2063,1883,28,59,16,47,27,60,0,30,2896
2064,1884,38,1,32,4,23,59,0,47,3839
2065,1885,59,7,18,23,32,14,0,88,6170
2066,1886,7,40,54,15,3,45,0,72,6962
2067,1887,23,56,41,46,34,11,0,54,3496
2068,1888,48,1,18,45,17,10,2,113,7195
2069,1888,48,1,18,45,17,10,2,113,7195
2070,1889,30,25,23,44,28,16,0,49,3138
2071,1890,5,24,51,22,11,53,6,1665,124889
2072,1890,5,24,51,22,11,53,6,1665,124889
2073,1890,5,24,51,22,11,53,6,1665,124889
2074,1890,5,24,51,22,11,53,6,1665,124889
2075,1890,5,24,51,22,11,53,6,1665,124889
2076,1890,5,24,51,22,11,53,6,1665,124889
2077,1891,47,1,3,19,23,58,0,46,3488
2078,1892,50,22,6,37,30,17,0,31,2623
2079,1893,17,58,45,19,28,16,0,44,3162
2080,1894,31,35,57,54,21,53,0,37,2761
2081,1895,3,5,2,34,10,15,0,175,10199
2082,1896,25,6,14,21,3,15,1,133,7692
2083,1897,52,9,58,47,22,25,0,46,2873
2084,1898,53,12,58,55,34,45,0,32,2722
2085,1899,48,35,44,23,36,20,0,39,3023
2086,1900,46,11,8,43,28,27,0,87,5573
2087,1901,30,53,26,11,37,12,0,60,4645
2088,1902,25,18,2,21,9,7,3,367,13764
2089,1902,25,18,2,21,9,7,3,367,13764
2090,1902,25,18,2,21,9,7,3,367,13764
2091,1903,9,43,10,15,45,28,0,41,3205
2092,1904,21,18,56,15,51,12,0,82,4003
2093,1905,43,54,29,57,35,56,0,22,2351
2094,1906,27,40,33,6,39,60,0,54,3833
2095,1907,3,48,44,35,25,38,0,55,4353
2096,1908,10,27,57,13,23,4,0,95,5839
2097,1909,47,43,45,40,57,11,0,27,4423
2098,1910,9,6,39,15,22,48,1,219,10816
2099,1911,32,16,33,23,18,30,0,42,2817
2100,1912,42,10,33,36,13,35,1,43,4556
2101,1913,14,56,52,17,4,43,0,43,2960
2102,1914,39,33,29,16,44,42,1,27,2403
2103,1915,57,21,2,33,20,48,0,39,3429
2104,1916,3,50,18,23,9,52,0,100,5478
2105,1917,4,36,25,21,46,33,0,70,5412
2106,1918,22,17,50,38,20,16,0,67,5269
2107,1919,60,28,54,37,45,11,0,67,5858
2108,1920,39,45,31,25,43,33,0,90,6586
2109,1921,19,10,16,15,28,35,0,127,9277
2110,1922,20,41,22,36,43,38,0,124,8817
2111,1923,46,34,59,45,9,42,0,110,9351
2112,1924,16,52,53,58,30,12,1,188,11382
2113,1925,47,43,38,1,17,45,0,50,5258
2114,1926,46,3,2,30,14,20,1,95,6741
2115,1927,11,5,30,31,13,19,1,140,7385
2116,1928,28,51,59,26,53,10,0,28,1630
2117,1929,10,52,23,36,3,43,0,45,3225
2118,1930,17,56,37,52,18,4,0,50,4712
2119,1931,34,8,2,15,9,22,0,131,8918
2120,1932,55,21,16,44,29,10,0,72,5449
2121,1933,15,19,35,59,14,2,0,86,6417
2122,1934,56,39,35,8,23,59,0,105,6699
2123,1935,24,17,10,1,3,23,3,497,18964
2124,1935,24,17,10,1,3,23,3,497,18964
2125,1935,24,17,10,1,3,23,3,497,18964
2126,1936,51,40,52,24,12,3,0,43,2686
2127,1937,10,29,24,43,6,55,1,71,4055
2128,1938,10,54,42,16,40,32,0,24,2220
2129,1939,39,29,24,52,7,45,0,59,3620
2130,1940,36,16,9,47,13,17,0,95,6468
2131,1941,38,1,9,48,49,24,1,63,4313
2132,1942,48,20,43,18,6,24,0,56,4126
2133,1943,43,11,39,9,30,12,0,23,2870
2134,1944,8,57,47,39,9,59,0,41,2879
2135,1945,8,54,21,10,45,4,0,50,4258
2136,1946,6,39,4,44,52,60,0,40,3729
2137,1947,52,59,55,40,8,33,0,63,4250
2138,1948,28,33,20,24,57,12,0,100,7199
2139,1949,30,1,14,56,22,6,0,130,8455
2140,1950,32,21,10,48,34,57,0,88,7215
2141,1951,55,14,16,21,33,19,0,209,13551
2142,1952,9,21,53,36,52,38,0,180,13017
2143,1953,45,29,42,9,43,26,1,237,16988
2144,1954,40,9,49,25,35,33,0,32,2483
2145,1955,15,41,45,33,36,27,0,147,7391
2146,1956,20,40,28,5,8,45,0,74,5000
2147,1957,23,47,29,2,14,22,1,98,8329
2148,1958,55,34,22,20,24,15,0,32,2670
2149,1959,56,43,21,8,27,35,0,94,4639
2150,1960,43,39,18,25,37,1,0,116,6655
2151,1961,50,30,25,17,32,26,0,55,4505
2152,1962,39,5,6,53,15,25,0,86,6431
2153,1963,34,60,5,4,7,42,0,80,6686
2154,1964,32,27,48,36,2,50,0,119,7880
2155,1965,28,26,55,38,48,35,1,98,6377
2156,1966,19,10,32,60,13,40,0,29,2758
2157,1967,32,39,13,54,30,46,0,43,3175
2158,1968,35,48,44,39,36,52,0,48,3782
2159,1969,30,59,20,32,8,48,0,20,1999
2160,1970,10,18,24,5,39,52,0,87,6153
2161,1971,54,10,52,41,44,4,0,39,4001
2162,1972,20,9,59,54,16,57,0,85,5317
2163,1973,17,16,60,12,52,1,0,110,7294
2164,1974,19,57,38,54,4,27,1,141,8994
2165,1975,8,24,47,26,11,57,1,76,5845
2166,1976,52,14,19,12,59,25,0,62,3551
2167,1977,28,3,32,34,37,16,1,91,4723
2168,1978,6,2,57,22,55,44,0,29,2089
2169,1979,38,23,45,32,29,22,1,32,2677
2170,1980,18,16,12,34,37,17,0,77,4689
2171,1981,15,6,39,19,37,53,0,85,5215
2172,1982,46,24,20,4,50,14,1,45,4144
2173,1983,14,22,6,5,10,36,1,73,4884
2174,1984,43,32,21,50,35,29,0,13,1743
2175,1985,9,36,29,28,34,55,0,36,2503
2176,1986,55,23,44,43,36,56,0,41,3164
2177,1987,10,58,14,45,31,34,0,59,3920
2178,1988,5,39,10,54,46,42,0,87,5711
2179,1989,40,58,30,32,15,22,0,47,3280
2180,1990,37,26,11,24,59,34,0,78,5852
2181,1991,19,34,44,36,20,28,0,80,6152
2182,1992,21,11,13,53,54,5,2,142,11405
2183,1992,21,11,13,53,54,5,2,142,11405
2184,1993,50,57,48,17,6,33,0,39,3063
2185,1994,44,5,32,2,12,40,0,51,3686
2186,1995,14,37,39,26,35,29,0,66,4840
2187,1996,56,21,20,7,40,24,0,144,4933
2188,1997,14,7,35,1,31,46,0,86,6280
2189,1998,57,21,24,52,25,8,0,61,4810
2190,1999,42,38,49,15,50,37,0,73,4434
2191,2000,6,37,34,10,3,17,17,4862,173428
2192,2000,6,37,34,10,3,17,17,4862,173428
2193,2000,6,37,34,10,3,17,17,4862,173428
2194,2000,6,37,34,10,3,17,17,4862,173428
2195,2000,6,37,34,10,3,17,17,4862,173428
2196,2000,6,37,34,10,3,17,17,4862,173428
2197,2000,6,37,34,10,3,17,17,4862,173428
2198,2000,6,37,34,10,3,17,17,4862,173428
2199,2000,6,37,34,10,3,17,17,4862,173428
2200,2000,6,37,34,10,3,17,17,4862,173428
2201,2000,6,37,34,10,3,17,17,4862,173428
2202,2000,6,37,34,10,3,17,17,4862,173428
2203,2000,6,37,34,10,3,17,17,4862,173428
2204,2000,6,37,34,10,3,17,17,4862,173428
2205,2000,6,37,34,10,3,17,17,4862,173428
2206,2000,6,37,34,10,3,17,17,4862,173428
2207,2000,6,37,34,10,3,17,17,4862,173428
2208,2001,22,20,52,60,42,36,0,12,1214
2209,2002,59,46,28,38,4,30,0,24,2214
2210,2003,40,50,43,28,51,34,0,16,1865
2211,2004,45,35,1,23,5,14,3,79,6444
2212,2004,45,35,1,23,5,14,3,79,6444
2213,2004,45,35,1,23,5,14,3,79,6444
2214,2005,22,19,33,11,53,34,0,44,4052
2215,2006,20,9,1,14,54,25,0,71,5500
2216,2007,41,14,54,4,39,58,0,42,3340
2217,2008,27,22,58,33,59,42,0,49,4215
2218,2009,1,48,50,44,37,46,0,46,3665
2219,2010,18,56,8,34,39,10,0,106,7436
2220,2011,28,35,58,54,2,32,0,119,5949
2221,2012,11,51,36,8,35,27,0,107,6828
2222,2013,6,36,53,30,56,23,0,159,8465
2223,2014,46,32,16,56,40,53,0,46,4140
2224,2015,18,58,32,39,27,17,1,130,12558
2225,2016,11,17,48,18,4,21,0,64,4543
2226,2017,56,10,11,2,38,24,0,123,6125
2227,2018,55,11,27,22,25,59,0,83,4661
2228,2019,41,46,54,59,23,52,0,54,4043
2229,2020,2,46,57,60,48,36,0,46,4530
2230,2021,32,37,40,60,7,14,0,101,6982
2231,2022,28,60,52,45,4,48,0,79,6343
2232,2023,23,56,8,7,1,6,2,217,13622
2233,2023,23,56,8,7,1,6,2,217,13622
2234,2024,29,16,20,35,47,23,0,45,3221
2235,2025,52,56,4,24,46,55,0,53,3730
2236,2026,51,33,23,52,31,10,0,105,6365
2237,2027,11,15,39,37,29,44,0,76,4916
2238,2028,7,42,58,36,24,11,4,261,9867
2239,2028,7,42,58,36,24,11,4,261,9867
2240,2028,7,42,58,36,24,11,4,261,9867
2241,2028,7,42,58,36,24,11,4,261,9867
2242,2029,15,37,18,33,40,6,0,78,4398
2243,2030,38,4,58,40,27,59,1,63,4017
2244,2031,23,39,18,55,50,37,0,48,3252
2245,2032,19,39,20,53,14,6,0,27,2075
2246,2033,40,10,18,33,38,43,1,27,3644
2247,2034,7,56,22,13,6,17,1,89,5597
2248,2035,52,35,49,30,38,36,0,37,2668
2249,2036,23,58,8,19,27,7,0,91,6675
2250,2037,60,30,14,45,23,16,0,48,4609
2251,2038,26,35,40,25,6,38,0,28,2768
2252,2039,28,22,6,31,44,12,0,91,6415
2253,2040,56,58,54,6,41,9,0,67,5680
2254,2041,10,12,54,42,22,25,1,120,9310
2255,2042,33,32,22,29,35,14,0,47,3018
2256,2043,53,58,21,38,57,56,0,19,2258
2257,2044,14,7,60,54,47,56,0,49,3612
2258,2045,27,46,15,25,50,45,1,70,3921
2259,2046,27,11,6,28,46,3,0,80,4630
2260,2047,18,19,44,54,1,29,0,30,2390
2261,2048,10,39,38,35,26,19,0,36,3611
2262,2049,19,10,27,31,51,53,0,49,4216
2263,2050,33,50,38,32,8,31,0,34,3540
2264,2051,37,5,44,1,53,6,0,46,5251
2265,2052,57,50,56,51,58,59,4,152,4816
2266,2052,57,50,56,51,58,59,4,152,4816
2267,2052,57,50,56,51,58,59,4,152,4816
2268,2052,57,50,56,51,58,59,4,152,4816
2269,2053,12,27,40,37,22,55,0,17,1582
2270,2054,39,4,7,12,26,22,0,80,5237
2271,2055,53,43,46,25,35,6,0,41,2209
2272,2056,29,47,22,36,34,18,0,80,4927
2273,2057,37,38,20,13,10,54,0,42,4086
2274,2058,19,4,23,29,59,56,0,81,5435
2275,2059,5,4,36,56,40,44,0,77,5562
2276,2060,11,39,41,9,25,8,0,186,8570
2277,2061,33,45,44,40,36,54,0,93,6899
2278,2062,8,15,34,25,10,23,1,192,13804
